CleRegle;NomRegle;Severite;NomLangage;TypeRegle;Etiquette
squid:SwitchLastCaseIsDefaultCheck;switch statements should have default clauses;CRITICAL;Java;CODE_SMELL;{based-on-misra,cert,cwe}
squid:S5042;Expanding archive files is security-sensitive;CRITICAL;Java;VULNERABILITY;{cert,cwe,owasp-a1}
squid:S1989;Exceptions should not be thrown from servlet methods;MINOR;Java;VULNERABILITY;{cert,cwe,error-handling,owasp-a3}
squid:HiddenFieldCheck;Local variables should not shadow class fields;MAJOR;Java;CODE_SMELL;{based-on-misra,cert,pitfall,suspicious}
squid:S126;if ... else if constructs should end with else clauses;CRITICAL;Java;CODE_SMELL;{based-on-misra,cert}
squid:S128;Switch cases should end with an unconditional break statement;BLOCKER;Java;CODE_SMELL;{based-on-misra,cert,cwe,suspicious}
squid:S5194;Use Java 12 switch expression;MINOR;Java;CODE_SMELL;{java12}
squid:S1602;Lamdbas containing only one statement should not nest this statement in a block;MINOR;Java;CODE_SMELL;{java8}
squid:S2068;Credentials should not be hard-coded;BLOCKER;Java;VULNERABILITY;{cert,cwe,owasp-a2,sans-top25-porous}
squid:S2184;Math operands should be cast before assignment;MINOR;Java;BUG;{based-on-misra,cert,cwe,overflow,sans-top25-risky}
squid:S5344;Authentication should not rely on insecure PasswordEncoder;CRITICAL;Java;VULNERABILITY;{cwe,owasp-a2,owasp-a6,sans-top25-porous,spring}
squid:S4499;SMTP SSL connection should check server identity;CRITICAL;Java;VULNERABILITY;{cwe,owasp-a3}
squid:S2077;Executing SQL queries is security-sensitive;CRITICAL;Java;VULNERABILITY;{bad-practice,cert,cwe,hibernate,owasp-a1,sans-top25-insecure,sql}
squid:EmptyStatementUsageCheck;Empty statements should be removed;MINOR;Java;CODE_SMELL;{based-on-misra,cert,unused}
squid:S2070;SHA-1 and Message-Digest hash algorithms should not be used in secure contexts;CRITICAL;Java;VULNERABILITY;{cwe,owasp-a6,sans-top25-porous,spring}
squid:S3281;Default EJB interceptors should be declared in ejb-jar.xml;BLOCKER;Java;VULNERABILITY;{owasp-a6}
squid:S4347;SecureRandom seeds should not be predictable;CRITICAL;Java;VULNERABILITY;{cert,cwe,owasp-a6,pitfall}
squid:S3011;Changing or bypassing accessibility is security-sensitive;CRITICAL;Java;VULNERABILITY;{cert,owasp-a3}
squid:S5326;Validating SSL/TLS connections is security-sensitive;CRITICAL;Java;VULNERABILITY;{cwe,owasp-a6,sans-top25-porous}
squid:S5322;Receiving intents is security-sensitive;CRITICAL;Java;VULNERABILITY;{cwe,owasp-a1,sans-top25-insecure}
squid:S5324;Accessing Android external storage is security-sensitive;CRITICAL;Java;VULNERABILITY;{cwe,owasp-a1,owasp-a3,sans-top25-porous,sans-top25-risky}
squid:S5320;Broadcasting intents is security-sensitive;CRITICAL;Java;VULNERABILITY;{cwe,owasp-a3}
squid:S2089;HTTP referers should not be relied on;CRITICAL;Java;VULNERABILITY;{cwe,owasp-a2,sans-top25-porous}
squid:S888;Equality operators should not be used in for loop termination conditions;CRITICAL;Java;CODE_SMELL;{based-on-misra,cert,cwe,suspicious}
squid:S5122;Enabling Cross-Origin Resource Sharing is security-sensitive;MINOR;Java;VULNERABILITY;{cwe,owasp-a6,sans-top25-porous}
squid:S899;Return values should not be ignored when they contain the operation status code;MINOR;Java;VULNERABILITY;{cert,cwe,error-handling,misra-c++2008,misra-c2004,misra-c2012}
squid:S2092;Creating cookies without the secure flag is security-sensitive;MINOR;Java;VULNERABILITY;{cwe,owasp-a2,owasp-a3,sans-top25-porous,spring}
javascript:S2589;Boolean expressions should not be gratuitous;MAJOR;JavaScript;CODE_SMELL;{based-on-misra,cert,cwe,redundant}
javascript:S2583;Conditionally executed blocks should be reachable;MAJOR;JavaScript;BUG;{based-on-misra,cert,cwe,misra,misra-c2004,misra-c2012,pitfall,unused}
javascript:S1145;Useless if(true) {...} and if(false){...} blocks should be removed;MAJOR;JavaScript;BUG;{cwe,misra,misra-c2004,misra-c2012}
javascript:S881;Increment (++) and decrement (--) operators should not be used in a method call or mixed with other operators in an expression;MAJOR;JavaScript;CODE_SMELL;{based-on-misra,cert}
javascript:S878;Comma operator should not be used;MAJOR;JavaScript;CODE_SMELL;{based-on-misra}
javascript:S3776;Cognitive Complexity of functions should not be too high;CRITICAL;JavaScript;CODE_SMELL;{brain-overload}
javascript:S2201;Return values from functions without side effects should not be ignored;MAJOR;JavaScript;BUG;{cert,misra-c2012}
javascript:S2681;Multiline blocks should be enclosed in curly braces;MAJOR;JavaScript;CODE_SMELL;{cert,cwe}
javascript:S1117;Variables should not be shadowed;MAJOR;JavaScript;CODE_SMELL;{based-on-misra,cert,pitfall,suspicious}
javascript:S1116;Extra semicolons should be removed;MINOR;JavaScript;CODE_SMELL;{based-on-misra,cert,unused}
javascript:AssignmentWithinCondition;Assignments should not be made from within sub-expressions;MAJOR;JavaScript;CODE_SMELL;{based-on-misra,cert,cwe,suspicious}
javascript:S2692;indexOf checks should not be for positive numbers;MAJOR;JavaScript;CODE_SMELL;{suspicious}
javascript:DebuggerStatement;Debugger statements should not be used;MINOR;JavaScript;VULNERABILITY;{cwe,owasp-a3,user-experience}
javascript:OctalNumber;Octal values should not be used;BLOCKER;JavaScript;CODE_SMELL;{based-on-misra,cert,pitfall}
javascript:S2819;Cross-document messaging domains should be carefully restricted;CRITICAL;JavaScript;VULNERABILITY;{html5,owasp-a7}
javascript:S3923;All branches in a conditional structure should not have exactly the same implementation;MAJOR;JavaScript;BUG;{}
javascript:S4787;Encrypting data is security-sensitive;CRITICAL;JavaScript;VULNERABILITY;{cwe,owasp-a3,owasp-a6,sans-top25-porous}
javascript:S2245;Using pseudorandom number generators (PRNGs) is security-sensitive;CRITICAL;JavaScript;VULNERABILITY;{cert,cwe,owasp-a3}
javascript:S4784;Using regular expressions is security-sensitive;CRITICAL;JavaScript;VULNERABILITY;{cwe,owasp-a1}
javascript:CommentedCode;Sections of code should not be commented out;MAJOR;JavaScript;CODE_SMELL;{based-on-misra,unused}
javascript:UnreachableCode;Jump statements should not be followed by dead code;MAJOR;JavaScript;BUG;{based-on-misra,cert,cwe,unused}
javascript:S2255;Using cookies is security-sensitive;MINOR;JavaScript;VULNERABILITY;{cert,cwe,owasp-a3,sans-top25-porous}
javascript:S2817;Web SQL databases should not be used;BLOCKER;JavaScript;VULNERABILITY;{html5,owasp-a3,owasp-a9}
javascript:S4790;Hashing data is security-sensitive;CRITICAL;JavaScript;VULNERABILITY;{cwe,owasp-a3,owasp-a6,sans-top25-porous,spring}
javascript:S930;Function calls should not pass extra arguments;CRITICAL;JavaScript;BUG;{based-on-misra,cert,cwe}
javascript:S905;Non-empty statements should change control flow or have at least one side-effect;MAJOR;JavaScript;BUG;{based-on-misra,cwe,unused}
javascript:S3271;Local storage should not be used;CRITICAL;JavaScript;VULNERABILITY;{owasp-a3}
javascript:S106;Standard outputs should not be used directly to log anything;MAJOR;JavaScript;CODE_SMELL;{bad-practice,cert,user-experience}
javascript:S1301;switch statements should have at least 3 case clauses;MINOR;JavaScript;CODE_SMELL;{bad-practice,based-on-misra}
javascript:S2077;Executing SQL queries is security-sensitive;CRITICAL;JavaScript;VULNERABILITY;{bad-practice,cert,cwe,owasp-a1,sans-top25-insecure,sql}
javascript:S4817;Executing XPath expressions is security-sensitive;CRITICAL;JavaScript;VULNERABILITY;{cert,cwe,owasp-a1}
javascript:S4818;Using Sockets is security-sensitive;CRITICAL;JavaScript;VULNERABILITY;{cwe,owasp-a3,sans-top25-porous,sans-top25-risky}
javascript:S1871;Two branches in a conditional structure should not have exactly the same implementation;MAJOR;JavaScript;CODE_SMELL;{design,suspicious}
javascript:S2611;Untrusted content should not be included;CRITICAL;JavaScript;VULNERABILITY;{cwe,owasp-a1,sans-top25-risky}
javascript:Eval;Code should not be dynamically injected and executed;CRITICAL;JavaScript;VULNERABILITY;{cwe,owasp-a1,owasp-a7}
javascript:UnusedFunctionArgument;Unused function parameters should be removed;MAJOR;JavaScript;CODE_SMELL;{based-on-misra,cert,unused}
javascript:S4721;Executing OS commands is security-sensitive;CRITICAL;JavaScript;VULNERABILITY;{cwe,owasp-a1,sans-top25-insecure}
javascript:S1219;switch statements should not contain non-case labels;BLOCKER;JavaScript;CODE_SMELL;{based-on-misra,suspicious}
javascript:CurlyBraces;Control structures should use curly braces;CRITICAL;JavaScript;CODE_SMELL;{based-on-misra,cert,pitfall}
javascript:ContinueStatement;continue should not be used;MINOR;JavaScript;CODE_SMELL;{bad-practice,based-on-misra}
javascript:S1226;Function parameters, caught exceptions and foreach variables should not be reassigned;MINOR;JavaScript;BUG;{based-on-misra}
javascript:SwitchWithoutDefault;switch statements should end with default clauses;CRITICAL;JavaScript;CODE_SMELL;{based-on-misra,cert,cwe}
javascript:S4823;Using command line arguments is security-sensitive;CRITICAL;JavaScript;VULNERABILITY;{cwe,owasp-a1,sans-top25-insecure}
javascript:ElseIfWithoutElse;if ... else if constructs should end with else clauses;CRITICAL;JavaScript;CODE_SMELL;{based-on-misra,cert}
javascript:NonEmptyCaseWithoutBreak;Switch cases should end with an unconditional break statement;BLOCKER;JavaScript;CODE_SMELL;{based-on-misra,cert,cwe,suspicious}
javascript:S888;Equality operators should not be used in for loop termination conditions;CRITICAL;JavaScript;CODE_SMELL;{based-on-misra,cert,cwe,suspicious}
javascript:S1442;alert(...) should not be used;MINOR;JavaScript;VULNERABILITY;{cwe,owasp-a3,user-experience}
javascript:S5122;Enabling Cross-Origin Resource Sharing is security-sensitive;MINOR;JavaScript;VULNERABILITY;{cwe,owasp-a6,sans-top25-porous}
tsql:S2068;Credentials should not be hard-coded;BLOCKER;T-SQL;VULNERABILITY;{cert,cwe,owasp-a2,sans-top25-porous}
tsql:S1659;Multiple variables should not be declared on the same line;MINOR;T-SQL;CODE_SMELL;{based-on-misra,cert,convention,misra}
tsql:S907;GOTO statements should not be used;MAJOR;T-SQL;CODE_SMELL;{based-on-misra,brain-overload,misra}
tsql:S1172;Unused procedure and function parameters should be removed;MAJOR;T-SQL;CODE_SMELL;{based-on-misra,cert,misra,unused}
tsql:S121;Control structures should use BEGIN...END blocks;CRITICAL;T-SQL;CODE_SMELL;{based-on-misra,cert,misra,pitfall}
tsql:S3641;Nullable subqueries should not be used in NOT IN conditions;CRITICAL;T-SQL;BUG;{sql}
tsql:S1065;Unused labels should be removed;MAJOR;T-SQL;CODE_SMELL;{based-on-misra,cert,misra,unused}
tsql:S2070;SHA-1 and Message-Digest hash algorithms should not be used in secure contexts;CRITICAL;T-SQL;VULNERABILITY;{cwe,owasp-a6,sans-top25-porous,spring}
tsql:S1313;Using hardcoded IP addresses is security-sensitive;MINOR;T-SQL;VULNERABILITY;{cert,owasp-a3}
tsql:S131;CASE expressions should end with ELSE clauses;CRITICAL;T-SQL;CODE_SMELL;{based-on-misra,cert,cwe,misra}
tsql:S1116;Empty statements should be removed;MINOR;T-SQL;CODE_SMELL;{based-on-misra,cert,misra,unused}
tsql:S125;Sections of code should not be commented out;MAJOR;T-SQL;CODE_SMELL;{based-on-misra,misra,unused}
tsql:S1590;DELETE and UPDATE statements should contain WHERE clauses;BLOCKER;T-SQL;BUG;{sql}
tsql:S126;IF ... ELSEIF constructs should end with ELSE clauses;CRITICAL;T-SQL;CODE_SMELL;{based-on-misra,cert,misra}
tsql:S1763;Jump statements should not be followed by dead code;MAJOR;T-SQL;BUG;{based-on-misra,cert,cwe,misra,unused}
tsql:S1523;Dynamically executing code is security-sensitive;CRITICAL;T-SQL;VULNERABILITY;{cwe,owasp-a1,owasp-a7}
pli:S1147;STOP statements should not be called;BLOCKER;PL/I;CODE_SMELL;{cwe,suspicious}
vb:S1313;IP addresses should not be hardcoded;MINOR;Vb;VULNERABILITY;{owasp-a3}
vb:S131;Select statements should end with a Case Else clause;CRITICAL;Vb;CODE_SMELL;{cwe}
vb:S1659;Multiple variables should not be declared on the same line;MINOR;Vb;CODE_SMELL;{convention}
vb:S1116;Empty statements should be removed;MINOR;Vb;CODE_SMELL;{unused}
vb:S907;GoTo statements should not be used;MAJOR;Vb;CODE_SMELL;{brain-overload}
vb:S1301;Select Case statements should have at least 3 Case clauses;MINOR;Vb;CODE_SMELL;{bad-practice}
c:S2589;Boolean expressions should not be gratuitous;MAJOR;C;CODE_SMELL;{based-on-misra,cert,cwe,redundant}
c:S990;abort, exit, getenv and system from <stdlib.h> should not be used;CRITICAL;C;BUG;{based-on-misra,cert}
c:PPIncludeSignal;<signal.h> should not be used;CRITICAL;C;BUG;{based-on-misra,lock-in}
c:S2583;Conditionally executed blocks should be reachable;MAJOR;C;BUG;{based-on-misra,cert,cwe,misra,misra-c2004,misra-c2012,pitfall,unused}
c:SideEffectInSizeOf;sizeof should not be used on expressions that contain side effects;MAJOR;C;BUG;{misra-c++2008}
c:TrigraphUsage;Trigraphs should not be used;BLOCKER;C;CODE_SMELL;{based-on-misra,cert,obsolete,suspicious}
c:S982;setjmp and longjmp should not be used;CRITICAL;C;CODE_SMELL;{based-on-misra,cert,pitfall}
c:S985;errno should not be used;CRITICAL;C;CODE_SMELL;{based-on-misra,suspicious}
c:S864;Limited dependence should be placed on operator precedence;MAJOR;C;CODE_SMELL;{based-on-misra,cert,cwe}
c:S5297;GNU attributes should be used correctly;MAJOR;C;CODE_SMELL;{confusing}
c:S984;Dynamic heap memory allocation should not be used;CRITICAL;C;BUG;{based-on-misra,pitfall}
c:GotoUsage;goto statement should not be used;MAJOR;C;CODE_SMELL;{based-on-misra,brain-overload}
c:S986;offsetof macro from <stddef.h> should not be used;CRITICAL;C;CODE_SMELL;{misra-c++2008,misra-c2004,suspicious}
c:S989;atof, atoi and atol from <stdlib.h> should not be used;CRITICAL;C;BUG;{based-on-misra,cert}
c:SingleGotoOrBreakPerIteration;Loops should not have more than one break or goto statement;MAJOR;C;CODE_SMELL;{based-on-misra,confusing}
c:S867;Boolean operators should have boolean operands;MAJOR;C;BUG;{based-on-misra,cert}
c:S5293;Format strings should comply with ISO standards;MINOR;C;CODE_SMELL;{convention}
c:S1144;Unused functions and methods should be removed;MAJOR;C;CODE_SMELL;{based-on-misra,unused}
c:NarrowAndWideStringConcat;Narrow and wide string literals should not be concatenated;MAJOR;C;BUG;{based-on-misra,cert}
c:S873;enum values should not be used as operands to built-in operators other than [ ], =, ==, !=, unary &, and the relational operat;MAJOR;C;CODE_SMELL;{based-on-misra,suspicious}
c:S872;bool expressions should not be used as operands to built-in operators other than =, &&, ||, !, ==, !=, unary &, and the condit;MAJOR;C;CODE_SMELL;{based-on-misra,suspicious}
c:S995;Pointer and reference parameters should be const if the corresponding object is not modified;MINOR;C;CODE_SMELL;{bad-practice,based-on-misra}
c:S874;Bitwise operators should not be applied to signed operands;MAJOR;C;BUG;{bad-practice,based-on-misra,cert,cwe,lock-in}
c:S876;Unary minus should not be applied to an unsigned expression;MAJOR;C;BUG;{based-on-misra}
c:S878;Comma operator should not be used;MAJOR;C;CODE_SMELL;{based-on-misra}
c:S3776;Cognitive Complexity of functions should not be too high;CRITICAL;C;CODE_SMELL;{brain-overload}
c:S2323;Line-splicing should not be used in // comments;CRITICAL;C;BUG;{based-on-misra}
c:S2324;Flexible array members should not be declared;CRITICAL;C;CODE_SMELL;{based-on-misra,suspicious}
c:S5278;Size argument of memory functions should be consistent;MAJOR;C;CODE_SMELL;{suspicious}
c:S5279;Unevaluated operands should not have side effects;MAJOR;C;CODE_SMELL;{based-on-misra,suspicious}
c:S1116;Empty statements should be removed;MINOR;C;CODE_SMELL;{based-on-misra,cert,unused}
c:S969;Only standard forms of the defined directive should be used;BLOCKER;C;CODE_SMELL;{bad-practice,based-on-misra}
c:LogicalExpressionOperands;Operands of && and || should be primary (C) or postfix (C++) expressions;MAJOR;C;CODE_SMELL;{based-on-misra}
c:S961;Function-like macros should not be invoked without all of their arguments;BLOCKER;C;BUG;{based-on-misra,cwe,preprocessor}
c:S960;Function-like macros should not be used;CRITICAL;C;CODE_SMELL;{bad-practice,based-on-misra,cert,preprocessor}
c:S5273;Appropriate size arguments should be passed to strncat and strlcpy;MAJOR;C;CODE_SMELL;{suspicious}
